v135,v2,v2602,v2600,v7,r135,r2,r2602,r2600,r7,base135,base2,base2602,base2600,base7,label
477,659,281,588,474,104,-2,-13,-34,36,373,661,294,622,438,cleanair
390,588,395,649,392,17,-73,101,27,-46,373,661,294,622,438,cleanair
498,655,376,579,380,125,-6,82,-43,-58,373,661,294,622,438,cleanair
450,565,323,680,453,77,-96,29,58,15,373,661,294,622,438,cleanair
387,697,358,599,373,14,36,64,-23,-65,373,661,294,622,438,cleanair
473,655,275,579,478,100,-6,-19,-43,40,373,661,294,622,438,cleanair
384,601,376,641,379,11,-60,82,19,-59,373,661,294,622,438,cleanair
497,654,323,569,366,124,-7,29,-53,-72,373,661,294,622,438,cleanair
461,560,285,666,449,88,-101,-9,44,11,373,661,294,622,438,cleanair
407,682,346,601,396,34,21,52,-21,-42,373,661,294,622,438,cleanair
469,609,272,596,499,96,-52,-22,-26,61,373,661,294,622,438,cleanair
371,566,362,650,387,-2,-95,68,28,-51,373,661,294,622,438,cleanair
474,627,311,594,385,101,-34,17,-28,-53,373,661,294,622,438,cleanair
410,541,297,672,455,37,-120,3,50,17,373,661,294,622,438,cleanair
373,672,348,588,393,0,11,54,-34,-45,373,661,294,622,438,cleanair
449,599,296,597,497,76,-62,2,-25,59,373,661,294,622,438,cleanair
372,579,375,652,384,-1,-82,81,30,-54,373,661,294,622,438,cleanair
479,648,288,598,392,106,-13,-6,-24,-46,373,661,294,622,438,cleanair
398,563,285,685,443,25,-98,-9,63,5,373,661,294,622,438,cleanair
368,667,331,598,374,-5,6,37,-24,-64,373,661,294,622,438,cleanair
435,566,280,612,455,62,-95,-14,-10,17,373,661,294,622,438,cleanair
373,568,375,649,342,0,-93,81,27,-96,373,661,294,622,438,cleanair
476,645,291,573,394,103,-16,-3,-49,-44,373,661,294,622,438,cleanair
380,582,298,673,437,7,-79,4,51,-1,373,661,294,622,438,cleanair
389,663,336,627,394,16,2,42,5,-44,373,661,294,622,438,cleanair
439,533,284,664,478,66,-128,-10,42,40,373,661,294,622,438,cleanair
374,583,348,689,371,1,-78,54,67,-67,373,661,294,622,438,cleanair
465,645,255,628,449,92,-16,-39,6,11,373,661,294,622,438,cleanair
339,576,294,671,459,-34,-85,0,49,21,373,661,294,622,438,cleanair
379,660,324,576,405,6,-1,30,-46,-33,373,661,294,622,438,cleanair
438,551,265,631,462,65,-110,-29,9,24,373,661,294,622,438,cleanair
380,615,322,641,360,7,-46,28,19,-78,373,661,294,622,438,cleanair
464,645,252,586,472,91,-16,-42,-36,34,373,661,294,622,438,cleanair
362,585,310,629,459,-11,-76,16,7,21,373,661,294,622,438,cleanair
425,649,315,567,402,52,-12,21,-55,-36,373,661,294,622,438,cleanair
442,550,271,672,479,69,-111,-23,50,41,373,661,294,622,438,cleanair
383,654,317,668,398,10,-7,23,46,-40,373,661,294,622,438,cleanair
449,644,239,606,509,76,-17,-55,-16,71,373,661,294,622,438,cleanair
350,576,337,643,459,-23,-85,43,21,21,373,661,294,622,438,cleanair
444,640,339,576,396,71,-21,45,-46,-42,373,661,294,622,438,cleanair
433,542,284,662,453,60,-119,-10,40,15,373,661,294,622,438,cleanair
369,656,341,628,360,-4,-5,47,6,-78,373,661,294,622,438,cleanair
437,642,265,579,461,64,-19,-29,-43,23,373,661,294,622,438,cleanair
350,596,352,643,393,-23,-65,58,21,-45,373,661,294,622,438,cleanair
472,671,349,584,362,99,10,55,-38,-76,373,661,294,622,438,cleanair
455,590,293,675,437,82,-71,-1,53,-1,373,661,294,622,438,cleanair
394,702,340,630,367,21,41,46,8,-71,373,661,294,622,438,cleanair
473,649,275,586,449,100,-12,-19,-36,11,373,661,294,622,438,cleanair
388,590,350,636,355,15,-71,56,14,-83,373,661,294,622,438,cleanair
489,662,316,563,366,116,1,22,-59,-72,373,661,294,622,438,cleanair
442,574,287,655,439,69,-87,-7,33,1,373,661,294,622,438,cleanair
384,682,324,599,360,11,21,30,-23,-78,373,661,294,622,438,cleanair
453,608,285,595,461,80,-53,-9,-27,23,373,661,294,622,438,cleanair
373,577,379,662,367,0,-84,85,40,-71,373,661,294,622,438,cleanair
489,675,300,606,370,116,14,6,-16,-68,373,661,294,622,438,cleanair
429,592,298,686,435,56,-69,4,64,-3,373,661,294,622,438,cleanair
388,690,355,607,383,15,29,61,-15,-55,373,661,294,622,438,cleanair
451,601,275,598,496,78,-60,-19,-24,58,373,661,294,622,438,cleanair
361,572,368,651,379,-12,-89,74,29,-59,373,661,294,622,438,cleanair
476,636,308,611,390,103,-25,14,-11,-48,373,661,294,622,438,cleanair
405,554,290,695,454,32,-107,-4,73,16,373,661,294,622,438,cleanair
368,685,340,605,382,-5,24,46,-17,-56,373,661,294,622,438,cleanair
447,596,274,600,503,74,-65,-20,-22,65,373,661,294,622,438,cleanair
359,565,343,641,392,-14,-96,49,19,-46,373,661,294,622,438,cleanair
479,635,275,582,391,106,-26,-19,-40,-47,373,661,294,622,438,cleanair
432,536,279,658,464,59,-125,-15,36,26,373,661,294,622,438,cleanair
376,661,334,586,387,3,0,40,-36,-51,373,661,294,622,438,cleanair
438,592,249,580,482,65,-69,-45,-42,44,373,661,294,622,438,cleanair
362,560,316,615,368,-11,-101,22,-7,-70,373,661,294,622,438,cleanair
475,645,267,568,377,102,-16,-27,-54,-61,373,661,294,622,438,cleanair
425,561,262,655,456,52,-100,-32,33,18,373,661,294,622,438,cleanair
390,686,312,589,382,17,25,18,-33,-56,373,661,294,622,438,cleanair
460,634,229,584,476,87,-27,-65,-38,38,373,661,294,622,438,cleanair
367,594,332,636,362,-6,-67,38,14,-76,373,661,294,622,438,cleanair
498,654,298,577,359,125,-7,4,-45,-79,373,661,294,622,438,cleanair
454,571,249,646,438,81,-90,-45,24,0,373,661,294,622,438,cleanair
390,687,296,567,363,17,26,2,-55,-75,373,661,294,622,438,cleanair
457,616,234,559,468,84,-45,-60,-63,30,373,661,294,622,438,cleanair
369,569,350,617,375,-4,-92,56,-5,-63,373,661,294,622,438,cleanair
501,640,316,556,372,128,-21,22,-66,-66,373,661,294,622,438,cleanair
446,549,265,666,440,73,-112,-29,44,2,373,661,294,622,438,cleanair
373,689,332,609,349,0,28,38,-13,-89,373,661,294,622,438,cleanair
473,648,280,576,454,100,-13,-14,-46,16,373,661,294,622,438,cleanair
383,581,380,632,375,10,-80,86,10,-63,373,661,294,622,438,cleanair
478,665,342,566,369,105,4,48,-56,-69,373,661,294,622,438,cleanair
449,595,295,692,433,76,-66,1,70,-5,373,661,294,622,438,cleanair
389,714,362,653,344,16,53,68,31,-94,373,661,294,622,438,cleanair
454,659,297,606,484,81,-2,3,-16,46,373,661,294,622,438,cleanair
350,590,394,662,410,-23,-71,100,40,-28,373,661,294,622,438,cleanair
466,658,356,590,378,93,-3,62,-32,-60,373,661,294,622,438,cleanair
445,554,288,692,466,72,-107,-6,70,28,373,661,294,622,438,cleanair
368,680,353,661,365,-5,19,59,39,-73,373,661,294,622,438,cleanair
448,656,293,607,497,75,-5,-1,-15,59,373,661,294,622,438,cleanair
342,579,373,664,453,-31,-82,79,42,15,373,661,294,622,438,cleanair
440,670,338,602,397,67,9,44,-20,-41,373,661,294,622,438,cleanair
453,556,295,694,487,80,-105,1,72,49,373,661,294,622,438,cleanair
377,645,381,657,378,4,-16,87,35,-60,373,661,294,622,438,cleanair
461,656,290,602,486,88,-5,-4,-20,48,373,661,294,622,438,cleanair
374,587,349,675,467,1,-74,55,53,29,373,661,294,622,438,cleanair
448,661,345,594,396,75,0,51,-28,-42,373,661,294,622,438,cleanair
447,555,298,681,461,74,-106,4,59,23,373,661,294,622,438,cleanair
380,654,377,683,369,7,-7,83,61,-69,373,661,294,622,438,cleanair
468,671,292,641,480,95,10,-2,19,42,373,661,294,622,438,cleanair
362,595,346,717,451,-11,-66,52,95,13,373,661,294,622,438,cleanair
433,670,349,645,394,60,9,55,23,-44,373,661,294,622,438,cleanair
451,564,306,706,460,78,-97,12,84,22,373,661,294,622,438,cleanair
394,651,370,664,355,21,-10,76,42,-83,373,661,294,622,438,cleanair
477,665,284,598,463,104,4,-10,-24,25,373,661,294,622,438,cleanair
366,590,354,652,437,-7,-71,60,30,-1,373,661,294,622,438,cleanair
445,651,345,585,393,72,-10,51,-37,-45,373,661,294,622,438,cleanair
470,542,290,688,485,97,-119,-4,66,47,373,661,294,622,438,cleanair
408,644,359,689,403,35,-17,65,67,-35,373,661,294,622,438,cleanair
474,653,285,640,509,101,-8,-9,18,71,373,661,294,622,438,cleanair
362,591,365,679,461,-11,-70,71,57,23,373,661,294,622,438,cleanair
438,658,356,605,397,65,-3,62,-17,-41,373,661,294,622,438,cleanair
446,559,323,687,454,73,-102,29,65,16,373,661,294,622,438,cleanair
382,667,408,656,359,9,6,114,34,-79,373,661,294,622,438,cleanair
441,655,333,633,476,68,-6,39,11,38,373,661,294,622,438,cleanair
364,593,395,688,419,-9,-68,101,66,-19,373,661,294,622,438,cleanair
465,656,356,625,385,92,-5,62,3,-53,373,661,294,622,438,cleanair
446,584,301,736,444,73,-77,7,114,6,373,661,294,622,438,cleanair
402,703,352,681,364,29,42,58,59,-74,373,661,294,622,438,cleanair
458,665,285,631,463,85,4,-9,9,25,373,661,294,622,438,cleanair
382,605,367,658,357,9,-56,73,36,-81,373,661,294,622,438,cleanair
488,634,319,605,367,115,-27,25,-17,-71,373,661,294,622,438,cleanair
421,550,290,689,450,48,-111,-4,67,12,373,661,294,622,438,cleanair
386,657,344,603,382,13,-4,50,-19,-56,373,661,294,622,438,cleanair
449,569,289,582,470,76,-92,-5,-40,32,373,661,294,622,438,cleanair
371,557,345,632,356,-2,-104,51,10,-82,373,661,294,622,438,cleanair
476,632,308,589,423,90,43,34,43,-43,386,589,274,546,466,cleanair
374,566,322,655,450,-12,-23,48,109,-16,386,589,274,546,466,cleanair
402,647,356,596,403,16,58,82,50,-63,386,589,274,546,466,cleanair
451,561,305,661,470,65,-28,31,115,4,386,589,274,546,466,cleanair
409,635,337,677,389,23,46,63,131,-77,386,589,274,546,466,cleanair
462,626,279,649,492,76,37,5,103,26,386,589,274,546,466,cleanair
376,579,364,668,416,-10,-10,90,122,-50,386,589,274,546,466,cleanair
492,644,341,618,374,106,55,67,72,-92,386,589,274,546,466,cleanair
454,576,305,690,434,68,-13,31,144,-32,386,589,274,546,466,cleanair
401,669,351,606,379,15,80,77,60,-87,386,589,274,546,466,cleanair
450,586,326,612,463,64,-3,52,66,-3,386,589,274,546,466,cleanair
395,593,385,647,375,9,4,111,101,-91,386,589,274,546,466,cleanair
471,634,305,610,433,85,45,31,64,-33,386,589,274,546,466,cleanair
372,563,342,670,443,-14,-26,68,124,-23,386,589,274,546,466,cleanair
420,645,376,593,396,34,56,102,47,-70,386,589,274,546,466,cleanair
470,561,331,677,473,84,-28,57,131,7,386,589,274,546,466,cleanair
403,640,358,680,403,17,51,84,134,-63,386,589,274,546,466,cleanair
444,642,293,635,499,58,53,19,89,33,386,589,274,546,466,cleanair
378,601,378,673,419,-8,12,104,127,-47,386,589,274,546,466,cleanair
488,662,343,594,382,102,73,69,48,-84,386,589,274,546,466,cleanair
459,570,315,670,452,73,-19,41,124,-14,386,589,274,546,466,cleanair
409,655,349,622,386,23,66,75,76,-80,386,589,274,546,466,cleanair
444,573,282,617,456,58,-16,8,71,-10,386,589,274,546,466,cleanair
376,576,368,651,359,-10,-13,94,105,-107,386,589,274,546,466,cleanair
477,655,299,610,408,91,66,25,64,-58,386,589,274,546,466,cleanair
385,586,310,664,448,-1,-3,36,118,-18,386,589,274,546,466,cleanair
388,656,337,580,391,2,67,63,34,-75,386,589,274,546,466,cleanair
429,566,293,648,447,43,-23,19,102,-19,386,589,274,546,466,cleanair
383,627,355,654,359,-3,38,81,108,-107,386,589,274,546,466,cleanair
465,660,285,599,461,79,71,11,53,-5,386,589,274,546,466,cleanair
363,598,362,653,443,-23,9,88,107,-23,386,589,274,546,466,cleanair
443,631,355,608,398,57,42,81,62,-68,386,589,274,546,466,cleanair
445,558,306,704,447,59,-31,32,158,-19,386,589,274,546,466,cleanair
385,686,356,654,376,-1,97,82,108,-90,386,589,274,546,466,cleanair
458,650,289,599,464,72,61,15,53,-2,386,589,274,546,466,cleanair
390,605,354,636,360,4,16,80,90,-106,386,589,274,546,466,cleanair
480,636,293,610,372,94,47,19,64,-94,386,589,274,546,466,cleanair
403,556,283,691,439,17,-33,9,145,-27,386,589,274,546,466,cleanair
378,670,343,597,380,-8,81,69,51,-86,386,589,274,546,466,cleanair
428,576,306,616,457,42,-13,32,70,-9,386,589,274,546,466,cleanair
374,583,347,662,384,-12,-6,73,116,-82,386,589,274,546,466,cleanair
458,628,278,641,459,72,39,4,95,-7,386,589,274,546,466,cleanair
370,585,347,702,447,-16,-4,73,156,-19,386,589,274,546,466,cleanair
433,660,348,613,391,47,71,74,67,-75,386,589,274,546,466,cleanair
470,556,297,665,459,84,-33,23,119,-7,386,589,274,546,466,cleanair
423,655,352,652,389,37,66,78,106,-77,386,589,274,546,466,cleanair
464,660,282,622,497,78,71,8,76,31,386,589,274,546,466,cleanair
375,600,378,652,415,-11,11,104,106,-51,386,589,274,546,466,cleanair
495,654,343,607,368,109,65,69,61,-98,386,589,274,546,466,cleanair
478,577,311,700,436,92,-12,37,154,-30,386,589,274,546,466,cleanair
430,674,368,608,385,44,85,94,62,-81,386,589,274,546,466,cleanair
455,596,308,599,476,69,7,34,53,10,386,589,274,546,466,cleanair
375,583,366,653,357,-11,-6,92,107,-109,386,589,274,546,466,cleanair
472,650,287,602,386,86,61,13,56,-80,386,589,274,546,466,cleanair
370,582,316,670,438,-16,-7,42,124,-28,386,589,274,546,466,cleanair
384,664,356,607,390,-2,75,82,61,-76,386,589,274,546,466,cleanair
441,563,297,665,465,55,-26,23,119,-1,386,589,274,546,466,cleanair
381,604,354,676,372,-5,15,80,130,-94,386,589,274,546,466,cleanair
468,645,287,618,455,82,56,13,72,-11,386,589,274,546,466,cleanair
367,590,330,688,433,-19,1,56,142,-33,386,589,274,546,466,cleanair
432,675,355,603,381,46,86,81,57,-85,386,589,274,546,466,cleanair
456,572,317,658,473,70,-17,43,112,7,386,589,274,546,466,cleanair
389,650,349,669,404,3,61,75,123,-62,386,589,274,546,466,cleanair
462,646,289,641,505,76,57,15,95,39,386,589,274,546,466,cleanair
365,588,368,682,445,-21,-1,94,136,-21,386,589,274,546,466,cleanair
470,654,343,618,404,84,65,69,72,-62,386,589,274,546,466,cleanair
474,562,305,709,459,88,-27,31,163,-7,386,589,274,546,466,cleanair
410,691,372,645,383,24,102,98,99,-83,386,589,274,546,466,cleanair
489,657,299,613,471,103,68,25,67,5,386,589,274,546,466,cleanair
407,599,386,663,366,21,10,112,117,-100,386,589,274,546,466,cleanair
508,660,349,596,366,122,71,75,50,-100,386,589,274,546,466,cleanair
459,562,300,681,451,73,-27,26,135,-15,386,589,274,546,466,cleanair
402,665,339,606,398,16,76,65,60,-68,386,589,274,546,466,cleanair
458,590,288,603,498,72,1,14,57,32,386,589,274,546,466,cleanair
361,569,358,678,386,-25,-20,84,132,-80,386,589,274,546,466,cleanair
472,641,279,628,397,86,52,5,82,-69,386,589,274,546,466,cleanair
400,565,288,694,445,14,-24,14,148,-21,386,589,274,546,466,cleanair
380,665,353,608,365,-6,76,79,62,-101,386,589,274,546,466,cleanair
447,565,327,605,453,61,-24,53,59,-13,386,589,274,546,466,cleanair
376,581,400,647,350,-10,-8,126,101,-116,386,589,274,546,466,cleanair
475,656,296,607,395,89,67,22,61,-71,386,589,274,546,466,cleanair
362,588,300,693,428,-24,-1,26,147,-38,386,589,274,546,466,cleanair
363,683,338,597,363,-23,94,64,51,-103,386,589,274,546,466,cleanair
431,564,307,631,454,45,-25,33,85,-12,386,589,274,546,466,cleanair
368,584,390,667,361,-18,-5,116,121,-105,386,589,274,546,466,cleanair
484,640,284,603,431,98,51,10,57,-35,386,589,274,546,466,cleanair
387,557,301,689,457,1,-32,27,143,-9,386,589,274,546,466,cleanair
396,645,343,611,405,10,56,69,65,-61,386,589,274,546,466,cleanair
434,541,291,666,479,48,-48,17,120,13,386,589,274,546,466,cleanair
349,592,348,683,351,-37,3,74,137,-115,386,589,274,546,466,cleanair
443,635,270,620,435,57,46,-4,74,-31,386,589,274,546,466,cleanair
355,565,334,702,454,-31,-24,60,156,-12,386,589,274,546,466,cleanair
417,652,368,630,393,31,63,94,84,-73,386,589,274,546,466,cleanair
452,557,314,678,454,66,-32,40,132,-12,386,589,274,546,466,cleanair
384,626,365,680,366,-2,37,91,134,-100,386,589,274,546,466,cleanair
474,643,282,636,476,88,54,8,90,10,386,589,274,546,466,cleanair
370,575,351,680,459,-16,-14,77,134,-7,386,589,274,546,466,cleanair
446,648,357,599,414,60,59,83,53,-52,386,589,274,546,466,cleanair
479,540,307,685,491,93,-49,33,139,25,386,589,274,546,466,cleanair
409,630,357,668,399,23,41,83,122,-67,386,589,274,546,466,cleanair
479,644,281,615,502,93,55,7,69,36,386,589,274,546,466,cleanair
371,581,380,680,457,-15,-8,106,134,-9,386,589,274,546,466,cleanair
461,639,364,624,395,75,50,90,78,-71,386,589,274,546,466,cleanair
462,553,304,721,446,76,-36,30,175,-20,386,589,274,546,466,cleanair
375,683,365,672,369,-11,94,91,126,-97,386,589,274,546,466,cleanair
432,653,322,607,489,46,64,48,61,23,386,589,274,546,466,cleanair
348,589,420,675,413,-38,0,146,129,-53,386,589,274,546,466,cleanair
472,668,366,615,381,86,79,92,69,-85,386,589,274,546,466,cleanair
464,581,317,712,446,78,-8,43,166,-20,386,589,274,546,466,cleanair
401,695,371,682,366,15,106,97,136,-100,386,589,274,546,466,cleanair
461,650,290,643,490,75,61,16,97,24,386,589,274,546,466,cleanair
371,596,393,684,398,-15,7,119,138,-68,386,589,274,546,466,cleanair
480,669,370,606,366,94,80,96,60,-100,386,589,274,546,466,cleanair
445,580,318,706,442,59,-9,44,160,-24,386,589,274,546,466,cleanair
392,696,356,645,369,6,107,82,99,-97,386,589,274,546,466,cleanair
460,644,289,618,473,74,55,15,72,7,386,589,274,546,466,cleanair
385,588,390,675,384,-1,-1,116,129,-82,386,589,274,546,466,cleanair
507,633,326,595,366,121,44,52,49,-100,386,589,274,546,466,cleanair
449,538,293,674,433,63,-51,19,128,-33,386,589,274,546,466,cleanair
404,655,344,604,383,18,66,70,58,-83,386,589,274,546,466,cleanair
465,589,278,603,496,79,0,4,57,30,386,589,274,546,466,cleanair
366,569,376,662,397,-20,-20,102,116,-69,386,589,274,546,466,cleanair
486,644,325,605,393,100,55,51,59,-73,386,589,274,546,466,cleanair
422,562,321,685,437,36,-27,47,139,-29,386,589,274,546,466,cleanair
386,671,365,597,363,0,82,91,51,-103,386,589,274,546,466,cleanair
443,583,315,602,475,57,-6,41,56,9,386,589,274,546,466,cleanair
356,572,393,656,371,-30,-17,119,110,-95,386,589,274,546,466,cleanair
460,648,307,590,396,74,59,33,44,-70,386,589,274,546,466,cleanair
374,580,309,669,443,-12,-9,35,123,-23,386,589,274,546,466,cleanair
378,679,366,594,384,-8,90,92,48,-82,386,589,274,546,466,cleanair
465,567,314,619,472,79,-22,40,73,6,386,589,274,546,466,cleanair
387,566,388,659,352,1,-23,114,113,-114,386,589,274,546,466,cleanair
476,644,300,619,407,90,55,26,73,-59,386,589,274,546,466,cleanair
371,588,309,693,449,-15,-1,35,147,-17,386,589,274,546,466,cleanair
379,685,364,594,389,-7,96,90,48,-77,386,589,274,546,466,cleanair
442,557,310,632,463,56,-32,36,86,-3,386,589,274,546,466,cleanair
366,572,355,669,368,-20,-17,81,123,-98,386,589,274,546,466,cleanair
472,629,251,616,452,86,40,-23,70,-14,386,589,274,546,466,cleanair
369,556,304,674,462,-17,-33,30,128,-4,386,589,274,546,466,cleanair
382,644,359,612,392,-4,55,85,66,-74,386,589,274,546,466,cleanair
423,544,312,674,461,37,-45,38,128,-5,386,589,274,546,466,cleanair
356,612,373,693,360,-30,23,99,147,-106,386,589,274,546,466,cleanair
448,655,294,625,467,62,66,20,79,1,386,589,274,546,466,cleanair
346,587,356,677,466,-40,-2,82,131,0,386,589,274,546,466,cleanair
410,663,377,611,396,24,74,103,65,-70,386,589,274,546,466,cleanair
458,550,311,679,450,72,-39,37,133,-16,386,589,274,546,466,cleanair
397,632,374,665,356,11,43,100,119,-110,386,589,274,546,466,cleanair
467,670,301,600,491,81,81,27,54,25,386,589,274,546,466,cleanair
354,601,342,646,477,-32,12,68,100,11,386,589,274,546,466,cleanair
432,658,337,573,411,46,69,63,27,-55,386,589,274,546,466,cleanair
453,553,312,640,476,67,-36,38,94,10,386,589,274,546,466,cleanair
395,652,379,617,403,9,63,105,71,-63,386,589,274,546,466,cleanair
446,641,305,621,503,60,52,31,75,37,386,589,274,546,466,cleanair
348,581,395,707,418,-38,-8,121,161,-48,386,589,274,546,466,cleanair
475,661,369,632,377,89,72,95,86,-89,386,589,274,546,466,cleanair
456,594,318,708,439,70,5,44,162,-27,386,589,274,546,466,cleanair
397,712,352,639,366,11,123,78,93,-100,386,589,274,546,466,cleanair
464,663,290,601,478,78,74,16,55,12,386,589,274,546,466,cleanair
383,602,362,679,381,-3,13,88,133,-85,386,589,274,546,466,cleanair
488,645,294,630,374,102,56,20,84,-92,386,589,274,546,466,cleanair
406,567,295,684,426,20,-22,21,138,-40,386,589,274,546,466,cleanair
371,665,361,604,369,-15,76,87,58,-97,386,589,274,546,466,cleanair
449,569,309,616,458,63,-20,35,70,-8,386,589,274,546,466,cleanair
394,573,383,650,360,8,-16,109,104,-106,386,589,274,546,466,cleanair
505,635,295,623,421,119,46,21,77,-45,386,589,274,546,466,cleanair
395,557,308,686,458,9,-32,34,140,-8,386,589,274,546,466,cleanair
386,628,355,598,407,0,39,81,52,-59,386,589,274,546,466,cleanair
428,550,312,645,468,42,-39,38,99,2,386,589,274,546,466,cleanair
375,628,379,649,371,-11,39,105,103,-95,386,589,274,546,466,cleanair
467,652,302,619,476,81,63,28,73,10,386,589,274,546,466,cleanair
380,582,357,668,458,-6,-7,83,122,-8,386,589,274,546,466,cleanair
472,628,355,607,407,86,39,81,61,-59,386,589,274,546,466,cleanair
466,551,310,702,463,80,-38,36,156,-3,386,589,274,546,466,cleanair
393,667,350,662,381,7,78,76,116,-85,386,589,274,546,466,cleanair
464,632,293,619,470,78,43,19,73,4,386,589,274,546,466,cleanair
392,578,360,643,376,6,-11,86,97,-90,386,589,274,546,466,cleanair
480,620,291,584,375,94,31,17,38,-91,386,589,274,546,466,cleanair
398,565,302,657,439,12,-24,28,111,-27,386,589,274,546,466,cleanair
375,683,355,578,377,-11,94,81,32,-89,386,589,274,546,466,cleanair
455,580,299,610,447,69,-9,25,64,-19,386,589,274,546,466,cleanair
401,587,359,659,350,15,-2,85,113,-116,386,589,274,546,466,cleanair
476,632,295,606,440,90,43,21,60,-26,386,589,274,546,466,cleanair
361,573,348,672,472,-25,-16,74,126,6,386,589,274,546,466,cleanair
399,653,373,608,424,13,64,99,62,-42,386,589,274,546,466,cleanair
441,574,324,665,478,55,-15,50,119,12,386,589,274,546,466,cleanair
387,668,364,665,384,1,79,90,119,-82,386,589,274,546,466,cleanair
443,651,304,627,495,57,62,30,81,29,386,589,274,546,466,cleanair
360,580,393,690,444,-26,-9,119,144,-22,386,589,274,546,466,cleanair
478,672,377,648,400,92,83,103,102,-66,386,589,274,546,466,cleanair
452,599,326,726,452,66,10,52,180,-14,386,589,274,546,466,cleanair
400,682,344,653,368,14,93,70,107,-98,386,589,274,546,466,cleanair
465,619,284,630,458,79,30,10,84,-8,386,589,274,546,466,cleanair
389,583,356,683,363,3,-6,82,137,-103,386,589,274,546,466,cleanair
472,648,284,620,381,86,59,10,74,-85,386,589,274,546,466,cleanair
377,594,296,682,430,-9,5,22,136,-36,386,589,274,546,466,cleanair
370,666,335,604,388,-16,77,61,58,-78,386,589,274,546,466,cleanair
418,545,285,643,468,32,-44,11,97,2,386,589,274,546,466,cleanair
363,580,341,671,374,-23,-9,67,125,-92,386,589,274,546,466,cleanair
449,630,289,623,481,63,41,15,77,15,386,589,274,546,466,cleanair
366,576,354,664,470,-20,-13,80,118,4,386,589,274,546,466,cleanair
449,640,340,596,408,63,51,66,50,-58,386,589,274,546,466,cleanair
446,562,301,692,457,60,-27,27,146,-9,386,589,274,546,466,cleanair
387,671,346,663,383,1,82,72,117,-83,386,589,274,546,466,cleanair
460,658,298,630,475,74,69,24,84,9,386,589,274,546,466,cleanair
393,611,380,671,379,7,22,106,125,-87,386,589,274,546,466,cleanair
488,641,323,606,384,102,52,49,60,-82,386,589,274,546,466,cleanair
410,578,322,694,444,24,-11,48,148,-22,386,589,274,546,466,cleanair
387,680,369,629,377,1,91,95,83,-89,386,589,274,546,466,cleanair
455,582,304,631,445,69,-7,30,85,-21,386,589,274,546,466,cleanair
398,593,352,642,359,12,4,78,96,-107,386,589,274,546,466,cleanair
481,623,285,592,444,95,34,11,46,-22,386,589,274,546,466,cleanair
362,562,344,674,466,-24,-27,70,128,0,386,589,274,546,466,cleanair
397,655,367,617,401,11,66,93,71,-65,386,589,274,546,466,cleanair
441,575,320,699,455,55,-14,46,153,-11,386,589,274,546,466,cleanair
384,662,386,692,362,-2,73,112,146,-104,386,589,274,546,466,cleanair
465,681,302,638,479,79,92,28,92,13,386,589,274,546,466,cleanair
376,611,368,698,445,-10,22,94,152,-21,386,589,274,546,466,cleanair
460,647,358,625,383,74,58,84,79,-83,386,589,274,546,466,cleanair
453,547,311,711,455,67,-42,37,165,-11,386,589,274,546,466,cleanair
377,664,379,679,388,-9,75,105,133,-78,386,589,274,546,466,cleanair
437,650,289,628,513,51,61,15,82,47,386,589,274,546,466,cleanair
340,592,346,683,440,-46,3,72,137,-26,386,589,274,546,466,cleanair
453,672,318,606,385,67,83,44,60,-81,386,589,274,546,466,cleanair
451,586,267,685,452,65,-3,-7,139,-14,386,589,274,546,466,cleanair
400,693,314,631,373,14,104,40,85,-93,386,589,274,546,466,cleanair
470,653,245,582,472,84,64,-29,36,6,386,589,274,546,466,cleanair
369,588,323,653,391,-17,-1,49,107,-75,386,589,274,546,466,cleanair
478,665,295,602,378,92,76,21,56,-88,386,589,274,546,466,cleanair
455,578,252,678,453,69,-11,-22,132,-13,386,589,274,546,466,cleanair
380,685,313,618,352,-6,96,39,72,-114,386,589,274,546,466,cleanair
442,647,257,584,464,56,58,-17,38,-2,386,589,274,546,466,cleanair
339,588,359,651,397,-47,-1,85,105,-69,386,589,274,546,466,cleanair
446,653,347,587,370,60,64,73,41,-96,386,589,274,546,466,cleanair
436,537,284,679,458,50,-52,10,133,-8,386,589,274,546,466,cleanair
358,654,336,646,366,-28,65,62,100,-100,386,589,274,546,466,cleanair
433,638,252,578,499,47,49,-22,32,33,386,589,274,546,466,cleanair
327,565,301,622,463,-59,-24,27,76,-3,386,589,274,546,466,cleanair
424,636,290,553,413,38,47,16,7,-53,386,589,274,546,466,cleanair
432,540,245,645,490,46,-49,-29,99,24,386,589,274,546,466,cleanair
363,650,299,657,388,-23,61,25,111,-78,386,589,274,546,466,cleanair
461,642,231,590,507,75,53,-43,44,41,386,589,274,546,466,cleanair
373,574,311,605,468,-13,-15,37,59,2,386,589,274,546,466,cleanair
456,651,314,552,401,70,62,40,6,-65,386,589,274,546,466,cleanair
461,546,244,644,480,75,-43,-30,98,14,386,589,274,546,466,cleanair
391,644,293,637,378,5,55,19,91,-88,386,589,274,546,466,cleanair
477,654,227,592,487,91,65,-47,46,21,386,589,274,546,466,cleanair
359,572,311,632,458,-27,-17,37,86,-8,386,589,274,546,466,cleanair
420,656,336,540,380,34,67,62,-6,-86,386,589,274,546,466,cleanair
460,552,275,614,436,74,-37,1,68,-30,386,589,274,546,466,cleanair
406,623,335,630,325,20,34,61,84,-141,386,589,274,546,466,cleanair
